#{"t_start": 1616185747.5798557, "env_id": "ur5e_reacher-v2"}
r,l,t
-893.069892,2000,5562.105266
-1824.880237,2000,5596.395011
-1848.37403,2000,5629.979291
-1727.054791,2000,5664.332916
-648.245416,2000,5697.835362
-1679.329023,2000,5732.84552
-1181.400101,2000,5767.548125
-391.082151,2000,5802.173777
-1809.685348,2000,5836.969168
-1159.579678,2000,5871.845556
-836.214603,2000,5906.335478
-1025.269943,2000,5940.729031
-1386.599638,2000,5975.477252
-2230.19314,2000,6010.348161
-1182.85563,2000,6044.359004
-1062.509789,2000,6078.546544
-1702.584598,2000,6113.140898
-1354.733686,2000,6147.896225
-986.11375,2000,6183.658504
-1321.24692,2000,6217.883916
-1251.030413,2000,6252.912284
-588.948273,2000,6287.440897
-3596.956744,2000,6322.07325
-3340.929064,2000,6357.141517
-988.446712,2000,6392.268719
-477.720227,2000,6427.404233
-1006.639523,2000,6461.282434
-1687.808004,2000,6496.109841
-941.719709,2000,6530.846659
-3728.155762,2000,6565.556033
-1207.765432,2000,6598.959505
-644.336849,2000,6633.206361
-1462.705093,2000,6667.607124
-1465.003397,2000,6702.163637
-1854.98289,2000,6737.334118
-1337.543903,2000,6772.752293
-1747.636947,2000,6807.069114
-422.270183,2000,6841.95053
-788.841059,2000,6875.858897
-553.35788,2000,6910.389803
-1173.630997,2000,6944.226003
-630.808671,2000,6978.894076
-712.607681,2000,7013.530608
-1050.011776,2000,7048.752343
-2056.495874,2000,7083.478534
-1460.051029,2000,7118.037017
-1569.287716,2000,7152.339967
-862.996491,2000,7186.76124
-1318.670739,2000,7221.060969
-1267.665478,2000,7255.544538
-2190.582721,2000,7290.272112
-1572.755912,2000,7325.017668
-3491.449648,2000,7358.621926
-1234.026074,2000,7393.618444
-1178.587676,2000,7428.69365
-2835.820069,2000,7462.419672
-1044.623651,2000,7497.050113
-1354.048042,2000,7531.517871
-831.506339,2000,7566.218008
-946.470115,2000,7600.654234
-695.711874,2000,7634.917833
-897.525801,2000,7669.974286
-1220.800662,2000,7704.958076
-512.892103,2000,7740.198452
-798.435517,2000,7774.908384
-1138.941225,2000,7810.36702
-2517.347321,2000,7844.76836
-681.50142,2000,7879.089487
-1149.929751,2000,7913.784665
-1200.63151,2000,7948.679585
-1506.358102,2000,7982.496947
-532.445935,2000,8016.879962
-499.895646,2000,8051.910705
-1148.892361,2000,8086.213361
-1132.606149,2000,8121.094836
-752.892963,2000,8156.262731
-1643.127842,2000,8190.677427
-1308.965728,2000,8225.052217
-1163.530292,2000,8259.360499
-791.70733,2000,8294.156476
-923.949993,2000,8328.665175
-1926.25455,2000,8362.839294
-908.702882,2000,8397.49701
-291.734195,2000,8432.048218
-667.149683,2000,8466.316778
-1647.202795,2000,8501.363413
-592.569459,2000,8536.588858
-835.851183,2000,8571.224917
-107.921206,2000,8605.627838
-709.467539,2000,8684.377026
-960.415018,2000,8718.696985
-892.166299,2000,8752.925052
-1171.058621,2000,8787.649641
-1275.585016,2000,8821.267996
-960.615395,2000,8853.531359
-933.932482,2000,8885.847957
-685.232802,2000,8919.357738
-898.158827,2000,8953.586679
-1388.275867,2000,8987.856185
-1022.773122,2000,9022.272835
-1095.634036,2000,9056.562438
-1297.394743,2000,9091.12737
-2145.119118,2000,9124.997919
-2375.374369,2000,9159.121048
-642.195267,2000,9193.63701
-929.782439,2000,9227.519597
-1075.038164,2000,9262.466371
-888.758681,2000,9296.421015
-725.810344,2000,9330.427614
-1257.414855,2000,9365.103288
-1960.673937,2000,9399.962207
-1059.996542,2000,9434.76879
-958.925331,2000,9469.223396
-1456.386192,2000,9503.918455
-1026.987196,2000,9538.364024
-820.099215,2000,9572.658656
-695.171455,2000,9607.250556
-878.882601,2000,9643.148702
-1547.443841,2000,9678.370605
-2066.252639,2000,9712.901201
-823.042513,2000,9747.117897
-1207.329698,2000,9781.927665
-1131.273981,2000,9816.536741
-567.58119,2000,9851.545928
-1088.225185,2000,9887.125334
-1045.568012,2000,9922.48581
-2204.470916,2000,9958.099539
-896.783926,2000,9992.880384
-3200.447157,2000,10027.587937
-1675.337468,2000,10061.428454
-1471.460969,2000,10095.977565
-1175.54502,2000,10130.381228
-599.008004,2000,10165.227613
-714.084544,2000,10201.352938
-918.872715,2000,10235.829026
-1868.611073,2000,10270.837474
-1274.607086,2000,10305.427278
-1511.970812,2000,10340.181315
-594.896362,2000,10374.318147
-579.319344,2000,10408.002447
-857.065889,2000,10442.44491
-868.029344,2000,10476.051777
-1770.932015,2000,10510.033539
-1465.655342,2000,10544.926726
-659.476124,2000,10580.008235
-1264.159349,2000,10614.771011
-2034.553978,2000,10649.263734
-1158.295208,2000,10683.551588
-1165.271921,2000,10717.498879
-1806.764135,2000,10751.641202
-818.292489,2000,10785.755664
-2494.141881,2000,10819.458662
-1378.222068,2000,10853.545339
-2823.219228,2000,10887.616599
-2438.841513,2000,10921.993319
-1370.618928,2000,10956.014776
-1555.036812,2000,10990.107992
-1727.461733,2000,11024.5574
-1033.417433,2000,11058.503246
-1489.25195,2000,11092.758547
-1590.039154,2000,11126.753696
-865.622622,2000,11162.067774
-749.76114,2000,11196.836586
-1936.295715,2000,11231.243011
-759.517462,2000,11265.284731
-1442.589449,2000,11300.089375
-1747.454364,2000,11333.841985
-1429.219865,2000,11368.01374
-633.540595,2000,11402.34871
-586.614815,2000,11437.4915
-925.646681,2000,11472.046666
-1235.858231,2000,11506.101519
-1161.776748,2000,11540.534208
-1012.708322,2000,11574.914448
-724.659855,2000,11609.188818
-1547.707999,2000,11643.414636
-1573.109074,2000,11678.356927
-1232.232183,2000,11713.404172
-970.730559,2000,11748.28223
-918.229549,2000,11782.343091
-780.387808,2000,11816.351529
-1231.380177,2000,11850.56898
-964.620331,2000,11885.074942
-665.758379,2000,11919.484607
-967.66723,2000,11953.869581
-1319.830889,2000,11989.070863
-633.487496,2000,12023.684855
-949.710039,2000,12058.034797
-2062.06811,2000,12092.361822
-1211.034093,2000,12126.360897
-565.947217,2000,12161.586479
-905.753255,2000,12195.563301
-638.346159,2000,12229.973475
-1389.836186,2000,12264.291014
-1519.119472,2000,12299.306471
-733.874953,2000,12333.354683
-1744.540141,2000,12367.801162
-2562.924569,2000,12401.948944
-909.014276,2000,12436.291149
-1208.733813,2000,12470.957877
-1172.975043,2000,12506.037487
-1207.752515,2000,12540.064958
-718.414236,2000,12574.448272
-1001.244854,2000,12609.261442
-893.500668,2000,12644.202676
-2157.692213,2000,12678.954991
-1213.88838,2000,12713.3751
-2084.403288,2000,12748.02299
-927.722149,2000,12783.198238
-1129.671633,2000,12817.368827
-1125.969908,2000,12852.488583
-786.01075,2000,12886.820283
-849.091782,2000,12921.96181
-1331.357456,2000,12956.687761
-903.685278,2000,13034.024585
-1790.221855,2000,13068.058136
-855.643848,2000,13100.70994
-1858.655554,2000,13134.75989
-540.82257,2000,13167.22695
-3193.93602,2000,13201.886703
-1525.000934,2000,13236.884762
-1491.900398,2000,13269.70452
-1784.423022,2000,13304.101758
-1768.556647,2000,13338.183664
-1090.426948,2000,13372.606272
-1426.275087,2000,13407.130775
-1309.253619,2000,13442.096099
-1492.614324,2000,13476.861362
-667.946233,2000,13511.453275
-1299.132509,2000,13546.084453
-2496.787485,2000,13581.079877
-1211.055436,2000,13615.600008
-1670.325669,2000,13649.522777
-747.745089,2000,13683.511895
-1157.779128,2000,13718.583419
-768.498146,2000,13753.761749
-1425.131835,2000,13787.362787
-1274.340269,2000,13822.490874
-1022.993563,2000,13856.542366
-816.48859,2000,13890.460384
-1116.841387,2000,13924.295929
-1280.179365,2000,13958.719811
-761.836104,2000,13992.644257
-1227.612317,2000,14026.956043
-854.054038,2000,14061.618872
-1625.191827,2000,14095.395454
-1098.462734,2000,14129.622304
-1393.608122,2000,14164.677249
-2153.483832,2000,14199.091302
-2451.744148,2000,14233.990526
-1955.928292,2000,14268.195534
-1585.859664,2000,14302.43733
-2068.871286,2000,14336.373342
-1350.319433,2000,14370.879907
-100.876721,2000,14405.32358
-988.066385,2000,14440.239445
-1356.127962,2000,14474.838534
-1919.432739,2000,14509.174264
-1059.217119,2000,14543.545332
-2038.967599,2000,14578.406564
-1105.168628,2000,14612.687208
-842.575263,2000,14647.029056
-872.989828,2000,14681.596396
-1494.641506,2000,14715.520107
-2844.923918,2000,14749.535172
-1033.143239,2000,14784.951479
-867.568744,2000,14820.926521
-701.170759,2000,14856.066547
-1532.367138,2000,14890.566774
-1015.472606,2000,14924.801405
-1490.910681,2000,14958.839106
-1160.998427,2000,14993.243218
-3090.43683,2000,15027.939815
-964.792645,2000,15061.965128
-807.303144,2000,15096.483355
-643.724475,2000,15131.579759
-1107.143243,2000,15166.386825
-677.034022,2000,15200.863521
-1564.367944,2000,15235.76839
-1636.711816,2000,15270.986305
-979.114762,2000,15305.312477
-996.742789,2000,15340.265929
-1983.198147,2000,15374.502234
-1747.093626,2000,15408.90703
-750.468109,2000,15443.823352
-1533.471396,2000,15478.555528
-2264.006478,2000,15512.775029
-1701.46536,2000,15548.045431
-1847.95761,2000,15582.026131
-1154.204988,2000,15616.217418
-1209.052206,2000,15650.224407
-1415.804916,2000,15684.829266
-1394.9436,2000,15719.744765
-1595.26181,2000,15754.136426
-2275.158796,2000,15788.602279
-1634.751332,2000,15823.687559
-629.227928,2000,15858.949652
-1461.70211,2000,15893.954952
-806.812013,2000,15928.132796
-785.138233,2000,15962.846398
-1200.903782,2000,15997.106792
-1087.333566,2000,16031.884424
-1763.154945,2000,16065.521963
-2078.30382,2000,16100.40416
-1475.524191,2000,16134.594691
-541.969157,2000,16169.234518
-1513.291752,2000,16203.98279
-1152.49957,2000,16238.299507
-544.892695,2000,16272.702629
-1634.704072,2000,16307.74587
-1702.505913,2000,16342.271414
-1677.652911,2000,16376.103912
-809.85792,2000,16410.890357
-1215.359352,2000,16445.91395
-855.741218,2000,16480.230374
-1151.318863,2000,16514.362941
-1178.087123,2000,16548.783879
-1505.977361,2000,16583.121721
-1597.835347,2000,16617.766727
-1884.488765,2000,16651.864069
-308.867353,2000,16686.001799
-1548.751671,2000,16720.002418
-1508.507078,2000,16755.560418
-1025.12354,2000,16790.788502
-2297.802109,2000,16825.809618
-1634.476921,2000,16860.187289
