#{"t_start": 1616186086.30698, "env_id": "ur5e_reacher-v6"}
r,l,t
-4.0,200,1065.907969
-4.0,200,1069.141088
-4.0,200,1072.524532
-4.0,200,1075.434316
-4.0,200,1078.801738
-4.0,200,1082.341259
-4.0,200,1086.073585
-4.0,200,1089.706398
-4.0,200,1093.349516
-4.0,200,1096.993721
-4.0,200,1100.314172
-4.0,200,1103.419557
-4.0,200,1106.973045
-4.0,200,1110.092002
-4.0,200,1113.477237
-4.0,200,1117.01221
-4.0,200,1120.701289
-4.0,200,1124.408402
-4.0,200,1128.174244
-4.0,200,1131.738607
-4.0,200,1135.01183
-4.0,200,1138.090718
-4.0,200,1141.468431
-4.0,200,1144.529431
-4.0,200,1147.711166
-4.0,200,1151.279808
-4.0,200,1154.850439
-4.0,200,1158.296116
-4.0,200,1161.886197
-4.0,200,1165.463598
-4.0,200,1169.139395
-4.0,200,1172.422441
-4.0,200,1175.644561
-4.0,200,1178.850139
-4.0,200,1182.19097
-4.0,200,1185.772793
-4.0,200,1189.232947
-4.0,200,1192.845692
-4.0,200,1196.578134
-4.0,200,1200.354411
-4.0,200,1203.606607
-4.0,200,1206.879843
-4.0,200,1210.333517
-4.0,200,1213.494622
-4.0,200,1216.885781
-4.0,200,1220.436243
-4.0,200,1224.036123
-4.0,200,1227.639375
-4.0,200,1231.339229
-4.0,200,1235.013451
-4.0,200,1238.350824
-4.0,200,1241.746418
-4.0,200,1245.20858
-4.0,200,1248.416382
-4.0,200,1251.585711
-4.0,200,1255.098848
-4.0,200,1258.695251
-4.0,200,1262.094569
-4.0,200,1265.711302
-4.0,200,1269.109658
-4.0,200,1272.521853
-4.0,200,1275.82408
-4.0,200,1279.274069
-4.0,200,1282.345755
-4.0,200,1285.54349
-4.0,200,1289.006932
-4.0,200,1292.803802
-4.0,200,1296.367522
-4.0,200,1300.057354
-4.0,200,1303.546116
-4.0,200,1307.003696
-4.0,200,1310.354029
-4.0,200,1313.705348
-4.0,200,1316.623787
-4.0,200,1319.997164
-4.0,200,1323.274218
-4.0,200,1326.941239
-4.0,200,1330.33479
-4.0,200,1333.906922
-4.0,200,1337.634624
-4.0,200,1341.006714
-4.0,200,1344.454596
-4.0,200,1348.011455
-4.0,200,1350.989348
-4.0,200,1354.358588
-4.0,200,1357.720155
-4.0,200,1361.165537
-4.0,200,1364.833859
-4.0,200,1368.348966
-4.0,200,1371.805786
-4.0,200,1375.271416
-4.0,200,1378.725854
-4.0,200,1382.297664
-4.0,200,1385.358291
-4.0,200,1388.512236
-4.0,200,1391.852998
-4.0,200,1395.151329
-4.0,200,1398.576876
-4.0,200,1402.136385
-4.0,200,1405.746745
-4.0,200,1409.238501
-4.0,200,1412.516276
-4.0,200,1416.062013
-4.0,200,1419.571388
-4.0,200,1422.430009
-4.0,200,1425.997345
-4.0,200,1429.333524
-4.0,200,1432.690842
-4.0,200,1436.230344
-4.0,200,1439.778794
-4.0,200,1443.35429
-4.0,200,1446.833683
-4.0,200,1450.254944
-4.0,200,1453.711207
-4.0,200,1456.769434
-4.0,200,1460.060463
-4.0,200,1463.581498
-4.0,200,1467.257914
-4.0,200,1470.854628
-4.0,200,1474.452617
-4.0,200,1477.822579
-4.0,200,1481.136221
-4.0,200,1484.614873
-4.0,200,1488.164922
-4.0,200,1491.211158
-4.0,200,1494.382503
-4.0,200,1497.851108
-4.0,200,1501.261253
-4.0,200,1504.741096
-4.0,200,1508.40591
-4.0,200,1511.891468
-4.0,200,1515.206202
-4.0,200,1518.578007
-4.0,200,1521.907562
-4.0,200,1525.173843
-4.0,200,1528.288174
-4.0,200,1531.581047
-4.0,200,1534.989653
-4.0,200,1538.373705
-4.0,200,1542.051467
-4.0,200,1545.611284
-4.0,200,1549.095131
-4.0,200,1552.375162
-4.0,200,1556.040964
-4.0,200,1559.324468
-4.0,200,1562.294265
-4.0,200,1565.750008
-4.0,200,1568.910657
-4.0,200,1572.330552
-4.0,200,1575.965482
-4.0,200,1579.974113
-4.0,200,1583.605923
-4.0,200,1587.023383
-4.0,200,1590.56468
-4.0,200,1593.772356
-4.0,200,1596.749866
-4.0,200,1600.051724
-4.0,200,1603.578897
-4.0,200,1607.070519
-4.0,200,1610.769694
-4.0,200,1614.451968
-4.0,200,1618.023244
-4.0,200,1621.480027
-4.0,200,1624.926219
-4.0,200,1628.139819
-4.0,200,1631.251313
-4.0,200,1634.539144
-4.0,200,1638.000401
-4.0,200,1641.428628
-4.0,200,1644.886608
-4.0,200,1648.489406
-4.0,200,1652.093473
-4.0,200,1655.354614
-4.0,200,1658.818052
-4.0,200,1662.269273
-4.0,200,1665.479282
-4.0,200,1668.481298
-4.0,200,1671.878184
-4.0,200,1674.989831
-4.0,200,1678.559097
-4.0,200,1682.159842
-4.0,200,1685.712228
-4.0,200,1689.08615
-4.0,200,1692.557938
-4.0,200,1696.082869
-4.0,200,1699.437154
-4.0,200,1702.691507
-4.0,200,1706.246048
-4.0,200,1709.725098
-4.0,200,1713.238049
-4.0,200,1716.882085
-4.0,200,1720.612503
-4.0,200,1724.043067
-4.0,200,1727.352601
-4.0,200,1730.714662
-4.0,200,1733.941187
-4.0,200,1737.180948
-4.0,200,1740.733265
-4.0,200,1744.130037
-4.0,200,1747.472269
-4.0,200,1751.108023
-4.0,200,1754.78648
-4.0,200,1758.275146
-4.0,200,1761.601568
-4.0,200,1764.954904
-4.0,200,1768.301638
-4.0,200,1771.568265
-4.0,200,1775.09862
-4.0,200,1778.701886
-4.0,200,1782.225006
-4.0,200,1785.597022
-4.0,200,1789.092633
-4.0,200,1792.581564
-4.0,200,1795.943347
-4.0,200,1799.325104
-4.0,200,1802.588735
-4.0,200,1805.73594
-4.0,200,1809.035043
-4.0,200,1812.837412
-4.0,200,1816.290279
-4.0,200,1819.616423
-4.0,200,1823.190333
-4.0,200,1826.658498
-4.0,200,1829.933171
-4.0,200,1833.322465
-4.0,200,1836.585182
-4.0,200,1839.818726
-4.0,200,1843.119108
-4.0,200,1846.490069
-4.0,200,1850.063068
-4.0,200,1853.426269
-4.0,200,1856.898569
-4.0,200,1860.371289
-4.0,200,1863.839854
-4.0,200,1867.331536
-4.0,200,1870.811818
-4.0,200,1874.088191
-4.0,200,1877.509928
-4.0,200,1880.90845
-4.0,200,1884.633679
-4.0,200,1887.932695
-4.0,200,1891.169762
-4.0,200,1894.827935
-4.0,200,1898.152312
-4.0,200,1901.536517
-4.0,200,1904.867813
-4.0,200,1908.143742
-4.0,200,1911.506617
-4.0,200,1914.891901
-4.0,200,1918.630368
-4.0,200,1922.015516
-4.0,200,1925.302499
-4.0,200,1929.074074
-4.0,200,1932.632357
-4.0,200,1935.979453
-4.0,200,1939.38812
-4.0,200,1942.659824
-4.0,200,1946.054165
-4.0,200,1949.472521
-4.0,200,1953.101762
-4.0,200,1956.591877
-4.0,200,1959.862038
-4.0,200,1963.358707
-4.0,200,1966.732928
-4.0,200,1970.345492
-4.0,200,1973.676118
-4.0,200,1977.077915
-4.0,200,1980.335144
-4.0,200,1983.705932
-4.0,200,1987.096275
-4.0,200,1990.803818
-4.0,200,1994.282915
-4.0,200,1997.736744
-4.0,200,2001.168116
-4.0,200,2004.464695
-4.0,200,2007.791303
-4.0,200,2011.085776
-4.0,200,2014.585435
-4.0,200,2018.022412
-4.0,200,2021.57584
-4.0,200,2025.189152
-4.0,200,2028.605629
-4.0,200,2032.145974
-4.0,200,2035.894856
-4.0,200,2039.329072
-4.0,200,2042.598434
-4.0,200,2045.849326
-4.0,200,2049.204374
-4.0,200,2052.595447
-4.0,200,2055.967612
-4.0,200,2059.605593
-4.0,200,2062.960214
-4.0,200,2066.138492
-4.0,200,2069.580919
-4.0,200,2072.776735
-4.0,200,2076.128654
-4.0,200,2079.498709
-4.0,200,2082.943018
-4.0,200,2086.300454
-4.0,200,2089.717981
-4.0,200,2093.221016
-4.0,200,2096.72246
-4.0,200,2100.295673
-4.0,200,2103.733515
-4.0,200,2106.873207
-4.0,200,2110.120887
-4.0,200,2113.65232
-4.0,200,2117.040835
-4.0,200,2120.232528
-4.0,200,2123.521147
-4.0,200,2127.052578
-4.0,200,2130.571838
-4.0,200,2133.828495
-4.0,200,2137.39555
-4.0,200,2140.657468
-4.0,200,2143.820911
-4.0,200,2147.332386
-4.0,200,2150.547789
-4.0,200,2153.997484
-4.0,200,2157.448736
-4.0,200,2161.001991
-4.0,200,2164.498803
-4.0,200,2167.980507
-4.0,200,2171.213923
-4.0,200,2174.646002
-4.0,200,2178.06449
-4.0,200,2181.620811
-4.0,200,2184.924109
-4.0,200,2188.187694
-4.0,200,2191.503177
-4.0,200,2194.916163
-4.0,200,2198.508994
-4.0,200,2201.970389
-4.0,200,2205.112643
-4.0,200,2208.427049
-4.0,200,2211.757293
-4.0,200,2215.216653
-4.0,200,2218.704546
-4.0,200,2222.036577
-4.0,200,2225.474424
-4.0,200,2229.010827
-4.0,200,2232.728091
-4.0,200,2236.223582
-4.0,200,2239.667003
-4.0,200,2242.801595
-4.0,200,2246.109199
-4.0,200,2249.510377
-4.0,200,2252.983193
-4.0,200,2256.528476
-4.0,200,2260.081345
-4.0,200,2263.513239
-4.0,200,2267.048727
-4.0,200,2270.791249
-4.0,200,2274.16807
-4.0,200,2277.228608
-4.0,200,2280.49027
-4.0,200,2284.063801
-4.0,200,2287.350586
-4.0,200,2290.72291
-4.0,200,2294.237753
-4.0,200,2297.546264
-4.0,200,2301.221964
-4.0,200,2304.808182
-4.0,200,2307.987647
-4.0,200,2311.085071
-4.0,200,2314.334354
-4.0,200,2317.851487
-4.0,200,2321.238182
-4.0,200,2324.764678
-4.0,200,2328.392629
-4.0,200,2331.744025
-4.0,200,2335.233916
-4.0,200,2338.870885
-4.0,200,2342.337745
-4.0,200,2345.353907
-4.0,200,2348.60132
-4.0,200,2351.993871
-4.0,200,2355.376404
-4.0,200,2358.730636
-4.0,200,2362.317888
-4.0,200,2365.853355
-4.0,200,2369.289754
-4.0,200,2372.893197
-4.0,200,2376.324126
-4.0,200,2379.581908
-4.0,200,2382.670756
-4.0,200,2385.819039
-4.0,200,2389.123011
-4.0,200,2392.612692
-4.0,200,2396.016373
-4.0,200,2399.520026
-4.0,200,2402.735679
-4.0,200,2406.214472
-4.0,200,2409.866691
-4.0,200,2413.122732
-4.0,200,2415.941445
-4.0,200,2419.105721
-4.0,200,2422.214843
-4.0,200,2425.549678
-4.0,200,2428.942646
-4.0,200,2432.560674
-4.0,200,2435.76959
-4.0,200,2439.134312
-4.0,200,2442.600544
-4.0,200,2446.246558
-4.0,200,2449.31172
-4.0,200,2452.331671
-4.0,200,2455.799476
-4.0,200,2459.066617
-4.0,200,2462.540554
-4.0,200,2466.109237
-4.0,200,2469.461712
-4.0,200,2472.821301
-4.0,200,2476.529336
-4.0,200,2480.088536
-4.0,200,2483.045871
-4.0,200,2485.997621
-4.0,200,2489.616549
-4.0,200,2492.985196
-4.0,200,2496.453983
-4.0,200,2500.024103
-4.0,200,2503.655053
-4.0,200,2506.941889
-4.0,200,2510.398374
-4.0,200,2513.99082
-4.0,200,2517.131267
-4.0,200,2520.126623
-4.0,200,2523.480961
-4.0,200,2526.967741
-4.0,200,2530.106683
-4.0,200,2533.611746
-4.0,200,2537.266507
-4.0,200,2540.657278
-4.0,200,2544.10408
-4.0,200,2547.948289
-4.0,200,2551.351095
-4.0,200,2554.408299
-4.0,200,2557.651927
-4.0,200,2561.279236
-4.0,200,2564.679967
-4.0,200,2568.156796
-4.0,200,2571.722922
-4.0,200,2575.095215
-4.0,200,2578.561138
-4.0,200,2582.218607
-4.0,200,2585.714692
-4.0,200,2588.677507
-4.0,200,2592.077507
-4.0,200,2595.550449
-4.0,200,2598.891743
-4.0,200,2602.420991
-4.0,200,2606.142552
-4.0,200,2609.406965
-4.0,200,2612.921534
-4.0,200,2616.525127
-4.0,200,2619.944156
-4.0,200,2622.965875
-4.0,200,2626.162388
-4.0,200,2629.760464
-4.0,200,2632.969167
-4.0,200,2636.487921
-4.0,200,2639.99239
-4.0,200,2643.55082
-4.0,200,2646.83746
-4.0,200,2650.439421
-4.0,200,2653.789779
-4.0,200,2656.929331
-4.0,200,2660.191996
-4.0,200,2663.704486
-4.0,200,2667.078267
-4.0,200,2670.440785
-4.0,200,2674.024909
-4.0,200,2677.443764
-4.0,200,2680.751358
-4.0,200,2684.339768
-4.0,200,2687.695006
-4.0,200,2690.920721
-4.0,200,2694.000633
-4.0,200,2697.138855
-4.0,200,2700.517365
-4.0,200,2704.126509
-4.0,200,2707.714998
-4.0,200,2711.472387
-4.0,200,2714.651934
-4.0,200,2718.122457
-4.0,200,2721.665191
-4.0,200,2724.831857
-4.0,200,2727.926621
-4.0,200,2731.331184
-4.0,200,2734.745723
-4.0,200,2737.959862
-4.0,200,2741.350072
-4.0,200,2744.691321
-4.0,200,2748.227553
-4.0,200,2751.545503
-4.0,200,2755.049155
-4.0,200,2758.153641
-4.0,200,2761.278204
-4.0,200,2764.480742
-4.0,200,2767.933739
-4.0,200,2771.319358
-4.0,200,2774.693228
-4.0,200,2778.132613
-4.0,200,2781.642434
-4.0,200,2784.880528
-4.0,200,2788.383769
-4.0,200,2791.707083
-4.0,200,2795.10573
-4.0,200,2798.467146
-4.0,200,2801.799096
-4.0,200,2805.178472
-4.0,200,2808.706752
-4.0,200,2812.261617
-4.0,200,2815.823897
-4.0,200,2819.252283
-4.0,200,2822.513404
-4.0,200,2825.712382
-4.0,200,2828.906572
-4.0,200,2832.238669
-4.0,200,2835.386041
-4.0,200,2838.877412
-4.0,200,2842.363035
-4.0,200,2845.900913
-4.0,200,2849.434457
-4.0,200,2852.590068
-4.0,200,2855.828633
-4.0,200,2859.193691
-4.0,200,2862.429659
-4.0,200,2865.593363
-4.0,200,2868.963414
-4.0,200,2872.471852
-4.0,200,2876.111229
-4.0,200,2879.684677
-4.0,200,2883.355476
-4.0,200,2886.789354
-4.0,200,2890.059299
-4.0,200,2893.461857
-4.0,200,2896.695161
-4.0,200,2900.049613
-4.0,200,2903.389279
-4.0,200,2906.643407
-4.0,200,2910.161311
-4.0,200,2913.832641
-4.0,200,2917.506641
-4.0,200,2920.916052
-4.0,200,2924.32959
-4.0,200,2927.59983
-4.0,200,2930.711934
-4.0,200,2934.180418
-4.0,200,2937.573094
-4.0,200,2940.82999
-4.0,200,2944.507001
-4.0,200,2947.963884
-4.0,200,2951.475049
-4.0,200,2955.116112
-4.0,200,2958.425008
-4.0,200,2961.640831
-4.0,200,2964.746602
-4.0,200,2968.079046
-4.0,200,2971.501395
-4.0,200,2974.505598
-4.0,200,2977.883468
-4.0,200,2981.393952
-4.0,200,2985.038366
-4.0,200,2988.66339
-4.0,200,2991.892957
-4.0,200,2995.237122
-4.0,200,2998.5103
-4.0,200,3001.914385
-4.0,200,3005.324435
-4.0,200,3008.531168
-4.0,200,3011.865222
-4.0,200,3015.405441
-4.0,200,3018.95065
-4.0,200,3022.352877
-4.0,200,3025.627836
-4.0,200,3028.663792
-4.0,200,3031.955207
-4.0,200,3035.296864
-4.0,200,3038.682421
-4.0,200,3041.94516
-4.0,200,3045.190102
-4.0,200,3048.829829
-4.0,200,3052.147753
-4.0,200,3055.56143
-4.0,200,3059.113926
-4.0,200,3062.24789
-4.0,200,3065.662115
-4.0,200,3068.885302
-4.0,200,3072.08586
-4.0,200,3075.300698
-4.0,200,3078.501521
-4.0,200,3082.027793
-4.0,200,3085.764702
-4.0,200,3089.194083
-4.0,200,3092.672091
-4.0,200,3096.033181
-4.0,200,3099.431148
-4.0,200,3102.459029
-4.0,200,3105.760483
-4.0,200,3109.017934
-4.0,200,3112.304516
-4.0,200,3115.779443
-4.0,200,3119.390043
-4.0,200,3122.928458
-4.0,200,3126.600791
-4.0,200,3130.133048
-4.0,200,3133.448008
-4.0,200,3136.761091
-4.0,200,3140.039821
-4.0,200,3143.463871
-4.0,200,3146.605096
-4.0,200,3150.079492
-4.0,200,3153.489903
-4.0,200,3156.902351
-4.0,200,3160.582315
-4.0,200,3164.120513
-4.0,200,3167.174023
-4.0,200,3170.271943
-4.0,200,3173.671968
-4.0,200,3176.898522
-4.0,200,3179.975656
-4.0,200,3183.244046
-4.0,200,3186.761691
-4.0,200,3190.352729
-4.0,200,3194.00847
-4.0,200,3197.481631
-4.0,200,3200.639266
-4.0,200,3203.850312
-4.0,200,3207.190668
-4.0,200,3210.740345
-4.0,200,3213.993309
-4.0,200,3217.400635
-4.0,200,3221.026522
-4.0,200,3224.508156
-4.0,200,3228.033953
-4.0,200,3231.640159
-4.0,200,3235.091957
-4.0,200,3238.179089
-4.0,200,3241.528658
-4.0,200,3244.971186
-4.0,200,3248.25834
-4.0,200,3251.38076
-4.0,200,3254.828813
-4.0,200,3258.342984
-4.0,200,3261.844886
-4.0,200,3265.573075
-4.0,200,3268.962156
-4.0,200,3272.061913
-4.0,200,3275.276269
-4.0,200,3278.542247
-4.0,200,3281.824949
-4.0,200,3284.892635
-4.0,200,3288.371856
-4.0,200,3291.84037
-4.0,200,3295.445307
-4.0,200,3298.883527
-4.0,200,3302.272133
-4.0,200,3305.585692
-4.0,200,3308.831719
-4.0,200,3312.338206
-4.0,200,3315.81145
-4.0,200,3318.724685
-4.0,200,3322.010507
-4.0,200,3325.634792
-4.0,200,3329.272212
-4.0,200,3332.748999
-4.0,200,3336.123083
-4.0,200,3339.27313
-4.0,200,3342.637363
-4.0,200,3346.205995
-4.0,200,3349.560609
-4.0,200,3352.613781
-4.0,200,3355.869435
-4.0,200,3359.594616
-4.0,200,3363.242092
-4.0,200,3367.020924
-4.0,200,3370.389121
-4.0,200,3373.453108
-4.0,200,3376.403856
-4.0,200,3379.823465
-4.0,200,3383.407725
-4.0,200,3386.463048
-4.0,200,3389.891333
-4.0,200,3393.426647
-4.0,200,3396.904948
-4.0,200,3400.574066
-4.0,200,3404.090078
-4.0,200,3407.113248
-4.0,200,3410.241779
-4.0,200,3413.622436
-4.0,200,3417.197766
-4.0,200,3420.508554
-4.0,200,3423.783017
-4.0,200,3427.280047
-4.0,200,3430.810441
-4.0,200,3434.418808
-4.0,200,3437.757888
-4.0,200,3440.945615
-4.0,200,3444.084004
-4.0,200,3447.288834
-4.0,200,3450.785594
-4.0,200,3454.260196
-4.0,200,3457.283355
-4.0,200,3460.758323
-4.0,200,3464.238779
-4.0,200,3467.722778
-4.0,200,3471.13272
-4.0,200,3474.511604
-4.0,200,3477.698178
-4.0,200,3480.689154
-4.0,200,3484.015581
-4.0,200,3487.634862
-4.0,200,3490.814983
-4.0,200,3494.141562
-4.0,200,3497.623467
-4.0,200,3501.459101
-4.0,200,3504.777483
-4.0,200,3508.089595
-4.0,200,3511.524492
-4.0,200,3514.548605
-4.0,200,3518.031648
-4.0,200,3521.684925
-4.0,200,3524.803262
-4.0,200,3527.913349
-4.0,200,3531.36892
-4.0,200,3535.032741
-4.0,200,3538.544056
-4.0,200,3541.889994
-4.0,200,3545.334051
-4.0,200,3548.612278
-4.0,200,3551.941207
-4.0,200,3555.598418
-4.0,200,3558.918449
-4.0,200,3562.001823
-4.0,200,3565.687804
-4.0,200,3569.180123
-4.0,200,3572.722184
-4.0,200,3576.142841
-4.0,200,3579.332038
-4.0,200,3582.554972
-4.0,200,3585.729367
-4.0,200,3589.186083
-4.0,200,3592.63426
-4.0,200,3595.723057
-4.0,200,3599.247679
-4.0,200,3602.839985
-4.0,200,3606.423523
-4.0,200,3609.708519
-4.0,200,3612.986525
-4.0,200,3616.419362
-4.0,200,3619.75335
-4.0,200,3623.172615
-4.0,200,3626.663136
-4.0,200,3629.848331
-4.0,200,3633.165395
-4.0,200,3636.534225
-4.0,200,3639.983872
-4.0,200,3643.351732
-4.0,200,3646.600606
-4.0,200,3650.004579
-4.0,200,3653.484216
-4.0,200,3656.999449
-4.0,200,3660.619222
-4.0,200,3663.781417
-4.0,200,3667.044777
-4.0,200,3670.565084
-4.0,200,3674.058426
-4.0,200,3677.510844
-4.0,200,3680.85959
-4.0,200,3684.211547
-4.0,200,3687.57307
-4.0,200,3690.910871
-4.0,200,3694.375989
-4.0,200,3697.685493
-4.0,200,3700.935328
-4.0,200,3704.299643
-4.0,200,3707.855953
-4.0,200,3711.216608
-4.0,200,3714.5947
-4.0,200,3717.973839
-4.0,200,3721.350958
-4.0,200,3724.711945
