#{"t_start": 1616185839.7633004, "env_id": "ur5e_reacher-v4"}
r,l,t
-40.0,2000,5229.539945
10.1,2000,5264.311865
30.14,2000,5299.718767
-40.0,2000,5335.043312
-40.0,2000,5369.797742
-40.0,2000,5404.708082
-29.98,2000,5439.27257
0.08,2000,5473.324993
20.12,2000,5509.026813
50.18,2000,5543.246358
-19.96,2000,5577.888192
0.08,2000,5613.079286
10.1,2000,5648.136362
-40.0,2000,5682.484809
-40.0,2000,5717.627042
-19.96,2000,5753.319647
-19.96,2000,5788.396445
-40.0,2000,5822.341311
20.12,2000,5857.739394
10.1,2000,5892.317917
-40.0,2000,5927.111127
0.08,2000,5962.323062
-40.0,2000,5997.327602
-29.98,2000,6032.270343
-40.0,2000,6067.275324
-40.0,2000,6102.031047
-19.96,2000,6137.160508
-40.0,2000,6171.86303
40.16,2000,6205.64876
-40.0,2000,6240.226434
-29.98,2000,6275.125445
-19.96,2000,6310.028371
20.12,2000,6345.499922
-29.98,2000,6380.122516
-40.0,2000,6415.243097
-9.94,2000,6449.686818
80.24,2000,6484.31115
50.18,2000,6519.707552
-40.0,2000,6553.645932
-19.96,2000,6588.525848
130.34,2000,6623.574945
40.16,2000,6658.619153
0.08,2000,6693.699312
170.42,2000,6729.211507
0.08,2000,6763.619161
-29.98,2000,6798.94006
70.22,2000,6833.635789
-40.0,2000,6869.055116
-40.0,2000,6903.663244
-40.0,2000,6938.997361
-9.94,2000,6974.534474
-40.0,2000,7009.281222
-29.98,2000,7043.487584
80.24,2000,7079.341789
-29.98,2000,7114.490992
-40.0,2000,7149.385496
10.1,2000,7183.584239
-40.0,2000,7218.436321
-19.96,2000,7253.415098
-40.0,2000,7288.391114
1733.54,2000,7323.413256
-29.98,2000,7358.061433
20.12,2000,7393.29638
-29.98,2000,7428.467886
-40.0,2000,7463.681549
-40.0,2000,7497.921887
-40.0,2000,7532.058934
-40.0,2000,7567.980204
30.14,2000,7604.289593
-40.0,2000,7639.347062
-40.0,2000,7673.746074
20.12,2000,7709.094328
-40.0,2000,7743.180113
0.08,2000,7778.226995
1452.98,2000,7813.846243
290.66,2000,7849.193952
-40.0,2000,7884.933393
-40.0,2000,7920.213917
-29.98,2000,7956.084131
-29.98,2000,7990.893212
-40.0,2000,8025.65501
-40.0,2000,8060.599977
20.12,2000,8094.606217
-29.98,2000,8129.920982
10.1,2000,8164.42042
-40.0,2000,8199.725164
-40.0,2000,8235.286662
541.16,2000,8270.414394
40.16,2000,8305.408407
10.1,2000,8341.445092
-29.98,2000,8376.808957
20.12,2000,8411.992637
370.82,2000,8446.551524
-40.0,2000,8481.088504
-29.98,2000,8516.246256
-40.0,2000,8547.962673
-40.0,2000,8578.759318
-40.0,2000,8613.460762
-40.0,2000,8648.382331
-19.96,2000,8682.839614
-40.0,2000,8717.935726
-40.0,2000,8799.342022
-40.0,2000,8833.718626
120.32,2000,8868.767456
-9.94,2000,8903.80192
10.1,2000,8938.22998
-19.96,2000,8973.612348
170.42,2000,9008.339316
-40.0,2000,9043.101166
-40.0,2000,9077.54478
-40.0,2000,9112.376816
-40.0,2000,9147.140132
-19.96,2000,9181.863988
-29.98,2000,9216.844275
30.14,2000,9251.893492
-19.96,2000,9286.272352
-40.0,2000,9321.10513
-40.0,2000,9356.436285
-40.0,2000,9391.868139
-29.98,2000,9426.923172
-29.98,2000,9462.621184
-40.0,2000,9498.111258
-40.0,2000,9533.187075
140.36,2000,9568.528829
190.46,2000,9604.047054
-29.98,2000,9639.729492
-9.94,2000,9675.089767
10.1,2000,9710.879066
-9.94,2000,9746.480746
-29.98,2000,9781.724026
0.08,2000,9818.032035
-29.98,2000,9853.578017
180.44,2000,9889.017811
-19.96,2000,9924.128333
-40.0,2000,9959.926098
851.78,2000,9995.6962
40.16,2000,10031.005195
290.66,2000,10066.233978
40.16,2000,10102.379896
-40.0,2000,10137.270652
20.12,2000,10172.524115
-40.0,2000,10207.496731
-29.98,2000,10242.853854
-29.98,2000,10277.819167
-40.0,2000,10312.550185
-40.0,2000,10347.685126
20.12,2000,10382.94603
-40.0,2000,10418.630714
-40.0,2000,10454.414743
120.32,2000,10490.135475
-29.98,2000,10525.028337
-40.0,2000,10559.747458
0.08,2000,10595.943055
-19.96,2000,10630.74084
-9.94,2000,10665.662772
-40.0,2000,10700.637312
-40.0,2000,10735.444719
-40.0,2000,10769.774043
-40.0,2000,10804.702847
0.08,2000,10839.949139
-40.0,2000,10875.330058
-19.96,2000,10910.557177
-29.98,2000,10945.150101
-19.96,2000,10980.423305
-19.96,2000,11015.474287
-19.96,2000,11050.217409
-40.0,2000,11084.816707
-19.96,2000,11120.205849
10.1,2000,11155.128063
-9.94,2000,11190.204375
-40.0,2000,11225.504302
-9.94,2000,11260.975944
60.2,2000,11296.771409
-19.96,2000,11332.058903
250.58,2000,11367.599556
60.2,2000,11403.165656
-40.0,2000,11438.082244
-40.0,2000,11473.079003
-40.0,2000,11507.853859
-40.0,2000,11542.417318
-40.0,2000,11577.24513
-40.0,2000,11611.586679
-40.0,2000,11646.286165
-40.0,2000,11681.225222
-40.0,2000,11716.020664
-40.0,2000,11750.609084
-40.0,2000,11785.574222
-40.0,2000,11820.400464
-40.0,2000,11854.707838
-40.0,2000,11889.767091
-40.0,2000,11924.067611
-40.0,2000,11958.743279
-40.0,2000,11992.837084
-40.0,2000,12027.951312
-40.0,2000,12063.097419
-40.0,2000,12098.104554
-40.0,2000,12132.764982
-40.0,2000,12167.49764
-40.0,2000,12202.541752
-40.0,2000,12236.971007
-40.0,2000,12271.859332
-40.0,2000,12306.756115
-40.0,2000,12341.406808
-40.0,2000,12376.334013
-40.0,2000,12411.169213
-40.0,2000,12445.902432
-40.0,2000,12481.0257
-40.0,2000,12515.99567
-40.0,2000,12551.064239
-29.98,2000,12585.221485
-40.0,2000,12620.337121
-40.0,2000,12655.250121
-40.0,2000,12690.054938
-40.0,2000,12724.928876
-40.0,2000,12760.102787
-40.0,2000,12794.85761
-40.0,2000,12828.89665
-40.0,2000,12863.896385
-40.0,2000,12896.706064
-40.0,2000,12928.916203
-40.0,2000,12963.00241
-40.0,2000,12995.509922
-40.0,2000,13027.804815
330.74,2000,13060.951035
-40.0,2000,13093.825939
-40.0,2000,13128.739095
-40.0,2000,13213.763294
-40.0,2000,13248.573409
30.14,2000,13282.729859
-29.98,2000,13317.713524
-19.96,2000,13352.227875
-40.0,2000,13386.648574
-40.0,2000,13420.988977
30.14,2000,13456.555138
-40.0,2000,13492.226671
60.2,2000,13526.694269
0.08,2000,13562.37442
-40.0,2000,13597.867788
20.12,2000,13633.359682
-29.98,2000,13668.461558
-29.98,2000,13703.884751
-19.96,2000,13739.639739
-40.0,2000,13775.028732
-40.0,2000,13811.029857
-19.96,2000,13846.256833
0.08,2000,13881.238017
-29.98,2000,13916.922166
-9.94,2000,13952.51693
-29.98,2000,13987.088175
-40.0,2000,14021.902745
-29.98,2000,14057.394537
-40.0,2000,14092.988795
-40.0,2000,14128.348067
-9.94,2000,14163.17248
-29.98,2000,14199.334754
230.54,2000,14234.817644
30.14,2000,14269.828485
10.1,2000,14304.863779
-40.0,2000,14341.03037
0.08,2000,14376.505313
-40.0,2000,14411.589886
160.4,2000,14447.38899
-40.0,2000,14482.114715
-40.0,2000,14517.21113
10.1,2000,14552.543596
0.08,2000,14586.893659
-40.0,2000,14622.10878
-40.0,2000,14656.833771
50.18,2000,14692.925966
-40.0,2000,14729.63366
-40.0,2000,14765.179123
-19.96,2000,14800.734066
-40.0,2000,14835.643273
-9.94,2000,14871.409997
-19.96,2000,14906.549019
-40.0,2000,14941.432218
10.1,2000,14975.964264
-40.0,2000,15010.922235
10.1,2000,15046.206913
-9.94,2000,15081.668086
170.42,2000,15117.039653
791.66,2000,15152.137276
-40.0,2000,15187.7842
-9.94,2000,15222.655704
-9.94,2000,15257.686269
-40.0,2000,15294.03721
-40.0,2000,15329.861519
-40.0,2000,15365.153937
-29.98,2000,15401.088634
10.1,2000,15436.71049
0.08,2000,15472.000885
-40.0,2000,15507.272285
50.18,2000,15541.660691
-40.0,2000,15577.062667
-9.94,2000,15612.627647
-40.0,2000,15647.990278
-29.98,2000,15683.263195
-40.0,2000,15717.953664
-9.94,2000,15752.846076
-40.0,2000,15788.075706
-40.0,2000,15824.084538
-19.96,2000,15859.504354
110.3,2000,15895.098135
-29.98,2000,15930.182918
-40.0,2000,15966.025585
290.66,2000,16000.795395
-19.96,2000,16035.092587
-40.0,2000,16070.148061
-29.98,2000,16105.910688
10.1,2000,16141.560634
0.08,2000,16176.938732
-19.96,2000,16212.551804
551.18,2000,16248.067821
-29.98,2000,16283.334993
-40.0,2000,16318.778501
-19.96,2000,16354.098315
-40.0,2000,16389.259268
-29.98,2000,16424.685063
-29.98,2000,16461.01118
-19.96,2000,16495.865042
300.68,2000,16529.987517
-29.98,2000,16564.50918
-9.94,2000,16599.701903
10.1,2000,16634.997444
280.64,2000,16670.67648
-40.0,2000,16705.382886
-29.98,2000,16740.88114
-9.94,2000,16955.092179
