#{"t_start": 1616185698.5673196, "env_id": "ur5e_reacher-v1"}
r,l,t
-1773.25369,2000,8540.760116
-1344.283488,2000,8575.513292
-1565.90008,2000,8610.291123
-785.97981,2000,8644.249817
-978.59035,2000,8677.132983
-392.650607,2000,8758.651068
-519.737317,2000,8793.575861
-397.997752,2000,8827.660555
-1422.888544,2000,8862.607571
-1268.871826,2000,8896.144855
-332.501538,2000,8929.029849
-1099.428316,2000,8962.350309
-1680.705642,2000,8997.726067
-783.022836,2000,9033.325489
-840.210273,2000,9067.641235
-1842.576035,2000,9102.984972
-950.843542,2000,9137.904038
-939.851121,2000,9173.570881
-1497.726261,2000,9208.609113
-1167.216731,2000,9244.141944
-1103.711091,2000,9280.379804
-987.66795,2000,9315.211953
-1304.027716,2000,9349.831262
-1377.794984,2000,9385.069455
-295.168777,2000,9420.583991
-1136.949078,2000,9456.22238
-1919.220596,2000,9491.700341
-1029.156604,2000,9527.794147
-898.811633,2000,9563.525664
-1238.540754,2000,9599.600979
-1642.953858,2000,9635.350931
-1316.848979,2000,9670.955092
-839.302638,2000,9705.949975
-787.233411,2000,9741.388052
-352.753234,2000,9776.241754
-1413.98154,2000,9811.452532
-1394.114497,2000,9847.099887
-1516.973283,2000,9882.972211
-1904.479801,2000,9918.420426
-1234.045111,2000,9954.67408
-1135.062244,2000,9990.002737
-1274.838695,2000,10025.644185
-1227.60868,2000,10061.60707
-462.241271,2000,10098.052633
-1265.543649,2000,10133.31017
-1041.087084,2000,10169.092714
-614.993703,2000,10204.858116
-980.007967,2000,10240.667378
-1468.587654,2000,10276.381093
-1226.674722,2000,10311.98147
-1471.984406,2000,10346.710442
-2508.966235,2000,10381.882262
-2109.745484,2000,10416.774922
-947.316297,2000,10451.751671
-1532.304805,2000,10486.939612
-401.098048,2000,10522.656284
-803.425789,2000,10558.066399
-987.215859,2000,10593.031761
-1272.426943,2000,10627.881498
-1039.766318,2000,10663.043478
-1353.266556,2000,10698.566042
-1161.212228,2000,10734.357847
-183.930665,2000,10769.037355
-1084.75573,2000,10803.647429
-1174.594282,2000,10838.959061
-1312.465371,2000,10873.205647
-1028.280122,2000,10907.928463
-1631.639714,2000,10943.304108
-558.878174,2000,10978.618728
-1907.294377,2000,11013.385041
-2378.384121,2000,11048.998227
-1007.872298,2000,11084.248855
-339.622595,2000,11119.215353
-603.086268,2000,11154.289793
-540.82914,2000,11188.888308
-2002.23841,2000,11223.119901
-1141.908417,2000,11257.527328
-688.37568,2000,11292.725805
-984.612638,2000,11327.600849
-100.395689,2000,11363.018262
-1617.123908,2000,11397.831441
-771.000287,2000,11432.732991
-1087.649847,2000,11468.003612
-1805.918332,2000,11502.6606
-842.729564,2000,11537.32127
-1810.637172,2000,11571.877209
-624.42747,2000,11607.13723
-1552.049324,2000,11641.607068
-976.363111,2000,11677.042285
-847.417664,2000,11711.935513
-1476.016109,2000,11747.40929
-1636.432618,2000,11782.881388
-1075.055662,2000,11817.893282
-1176.075581,2000,11852.725232
-697.949295,2000,11887.70187
-785.111582,2000,11922.565937
-1176.686188,2000,11958.091013
-1123.360915,2000,11992.694659
-1124.937109,2000,12027.521745
-1699.112446,2000,12062.908078
-599.704098,2000,12097.339254
-723.166792,2000,12132.827687
-1012.914788,2000,12168.082192
-1277.066355,2000,12203.32093
-1545.799137,2000,12238.802347
-217.782725,2000,12273.606298
-930.952609,2000,12308.730365
-1192.718033,2000,12343.887339
-987.416605,2000,12378.356759
-734.859015,2000,12413.085613
-1666.963146,2000,12448.340624
-2148.881008,2000,12482.939321
-934.199785,2000,12517.989333
-779.794586,2000,12553.019919
-1918.196802,2000,12587.964424
-1301.518313,2000,12623.536139
-1099.567076,2000,12658.393385
-1253.403651,2000,12693.175883
-1440.04742,2000,12728.156052
-2048.6605,2000,12763.539706
-1341.290119,2000,12798.622294
-777.904819,2000,12833.734699
-1376.345929,2000,12869.04535
-863.405735,2000,12904.9084
-1603.657093,2000,12940.717611
-1459.951798,2000,12975.533648
-830.253438,2000,13010.025364
-1586.392985,2000,13042.991467
-1171.479613,2000,13076.11294
-827.311425,2000,13110.864609
-2216.819575,2000,13195.334889
-2017.381041,2000,13229.073421
-812.036731,2000,13264.056176
-896.625541,2000,13297.61634
-1626.391556,2000,13331.39448
-630.148813,2000,13366.408
-1176.765033,2000,13401.354644
-1487.209479,2000,13435.738507
-1639.171111,2000,13471.384895
-1213.00668,2000,13506.383624
-1216.3514,2000,13540.956441
-1466.095622,2000,13575.210197
-314.692689,2000,13611.139012
-2462.435613,2000,13646.127206
-1151.246976,2000,13680.30016
-1202.859545,2000,13715.551581
-833.092768,2000,13750.501191
-1012.310679,2000,13786.165512
-938.356038,2000,13820.615012
-1338.599652,2000,13855.518772
-1062.634378,2000,13890.352304
-1465.974188,2000,13925.270477
-845.897704,2000,13960.310906
-2266.301139,2000,13995.348273
-1709.831057,2000,14030.631925
-1042.978092,2000,14065.106322
-848.784082,2000,14099.934385
-1538.986342,2000,14133.610316
-1994.708892,2000,14168.65115
-961.002058,2000,14203.537088
-1137.896552,2000,14238.28722
-2359.621035,2000,14273.196431
-1525.589324,2000,14307.190319
-940.663164,2000,14341.461809
-1407.876288,2000,14376.341664
-1013.974526,2000,14410.958543
-941.761716,2000,14445.661222
-486.309866,2000,14481.00964
-1880.539268,2000,14516.084019
-348.374156,2000,14550.526919
-912.295186,2000,14584.885999
-1828.687042,2000,14619.644105
-1678.153126,2000,14654.711432
-549.754353,2000,14689.785165
-880.882155,2000,14724.530519
-1358.269849,2000,14759.198461
-1330.887321,2000,14794.411143
-487.497556,2000,14830.086599
-541.221374,2000,14866.397673
-385.957731,2000,14901.525717
-444.379489,2000,14936.524195
-557.790314,2000,14971.135968
-1118.179604,2000,15005.321868
-494.788483,2000,15040.365553
-779.677027,2000,15075.167218
-459.513276,2000,15110.286678
-904.475434,2000,15144.763158
-1470.922752,2000,15179.689893
-806.701619,2000,15214.181263
-1245.056563,2000,15248.798425
-681.471028,2000,15283.592873
-1294.104453,2000,15318.786505
-937.432552,2000,15353.691997
-1089.898734,2000,15388.35606
-560.295437,2000,15423.557488
-421.044591,2000,15458.628394
-701.624969,2000,15493.393878
-315.38755,2000,15528.048888
-725.632691,2000,15562.386871
-1285.808944,2000,15597.474454
-1595.923553,2000,15632.286264
-1358.888471,2000,15667.226157
-626.499457,2000,15701.580686
-799.042092,2000,15736.436929
-1295.983449,2000,15771.75836
-1095.418377,2000,15807.030418
-929.78831,2000,15841.766826
-515.377099,2000,15876.848653
-355.238063,2000,15912.488217
-1332.969803,2000,15947.363337
-1578.794078,2000,15981.837329
-310.029444,2000,16016.825919
-608.822801,2000,16051.548893
-1829.100437,2000,16086.114114
-1421.342278,2000,16121.653115
-631.301898,2000,16156.361613
-680.499923,2000,16190.893856
-654.679229,2000,16225.91317
-437.854846,2000,16260.20229
-986.852659,2000,16295.059312
-1171.599843,2000,16330.01905
-881.306915,2000,16365.211183
-1680.61582,2000,16399.693201
-687.754137,2000,16433.998421
-898.287944,2000,16469.001998
-1251.792094,2000,16503.390247
-773.490848,2000,16537.842616
-488.710265,2000,16572.695782
-1002.966024,2000,16608.021942
-678.813542,2000,16642.467642
-1756.721763,2000,16677.672931
-708.863758,2000,16712.605957
-1835.394221,2000,16747.209263
-434.216971,2000,16782.506658
-540.793892,2000,16817.320445
-809.955307,2000,16852.074148
-857.083907,2000,16887.469242
-1912.026256,2000,23950.549005
