#{"t_start": 1616186056.8804157, "env_id": "ur5e_reacher-v5"}
r,l,t
-40.0,2000,2448.918568
-40.0,2000,2482.741129
-40.0,2000,2517.095157
-40.0,2000,2551.477163
-40.0,2000,2586.034116
-40.0,2000,2619.690371
-40.0,2000,2653.802975
-40.0,2000,2687.850651
-40.0,2000,2722.463885
-40.0,2000,2756.355346
-40.0,2000,2790.489443
-40.0,2000,2825.06467
-40.0,2000,2859.496228
-40.0,2000,2893.606532
-40.0,2000,2927.406422
-40.0,2000,2961.793112
-40.0,2000,2996.098277
-40.0,2000,3030.52478
-40.0,2000,3065.188623
-40.0,2000,3099.615321
-40.0,2000,3133.865002
-40.0,2000,3168.722796
-40.0,2000,3202.742814
-40.0,2000,3237.401587
-40.0,2000,3271.377993
-40.0,2000,3305.888432
-40.0,2000,3339.478362
-40.0,2000,3373.126662
-40.0,2000,3407.042585
-40.0,2000,3440.680201
-40.0,2000,3474.842585
-40.0,2000,3509.505992
-40.0,2000,3543.827808
-40.0,2000,3577.786708
-40.0,2000,3611.897047
-40.0,2000,3645.862297
-40.0,2000,3680.530717
-40.0,2000,3714.812813
-40.0,2000,3749.076674
-40.0,2000,3783.79032
-40.0,2000,3817.853215
-40.0,2000,3851.914779
-40.0,2000,3885.888089
-40.0,2000,3919.335464
-40.0,2000,3951.813951
-40.0,2000,3982.731463
-40.0,2000,4014.81949
-40.0,2000,4048.168569
-40.0,2000,4082.263628
-40.0,2000,4115.56378
-40.0,2000,4147.976104
-40.0,2000,4182.129044
-40.0,2000,4216.467524
-40.0,2000,4250.863903
-40.0,2000,4334.9447
-40.0,2000,4368.672869
-40.0,2000,4403.28023
-40.0,2000,4437.069063
-40.0,2000,4471.110681
-40.0,2000,4505.284432
-40.0,2000,4540.273027
-40.0,2000,4574.758236
-40.0,2000,4608.81342
-40.0,2000,4643.074052
-40.0,2000,4676.57255
-40.0,2000,4710.364225
-40.0,2000,4744.239422
-40.0,2000,4777.827531
-40.0,2000,4811.464022
-40.0,2000,4845.326372
-40.0,2000,4879.924834
-40.0,2000,4914.051295
-40.0,2000,4947.822669
-40.0,2000,4981.101491
-40.0,2000,5015.008011
-40.0,2000,5048.946914
-40.0,2000,5083.199416
-40.0,2000,5117.647109
-40.0,2000,5151.064168
-40.0,2000,5185.206856
-40.0,2000,5219.889252
-40.0,2000,5254.04766
-40.0,2000,5288.981495
-40.0,2000,5322.323853
-40.0,2000,5356.603511
-40.0,2000,5391.274747
-40.0,2000,5425.726818
-40.0,2000,5459.061983
-40.0,2000,5492.507551
-40.0,2000,5526.593891
-40.0,2000,5560.131387
-40.0,2000,5594.111954
-40.0,2000,5627.788819
-40.0,2000,5662.562117
-40.0,2000,5696.888946
-40.0,2000,5730.850031
-40.0,2000,5765.461127
-40.0,2000,5799.268795
-40.0,2000,5832.924202
-40.0,2000,5866.693302
-40.0,2000,5900.351672
-40.0,2000,5933.96095
-40.0,2000,5967.756327
-40.0,2000,6001.926595
-40.0,2000,6035.264577
-40.0,2000,6068.721066
-40.0,2000,6102.612161
-40.0,2000,6136.369137
-40.0,2000,6170.212938
-40.0,2000,6204.056782
-40.0,2000,6236.826945
-40.0,2000,6271.484478
-40.0,2000,6306.339792
-40.0,2000,6339.796202
-40.0,2000,6374.139255
-40.0,2000,6408.658957
-40.0,2000,6442.294517
-40.0,2000,6476.785853
-40.0,2000,6511.576031
-40.0,2000,6545.681231
-40.0,2000,6579.762804
-40.0,2000,6613.833824
-40.0,2000,6647.399346
-40.0,2000,6681.755467
-40.0,2000,6715.978683
-40.0,2000,6749.718073
-40.0,2000,6783.174991
-40.0,2000,6817.092733
-40.0,2000,6850.73552
-40.0,2000,6884.908332
-40.0,2000,6918.31764
-40.0,2000,6951.926066
-40.0,2000,6985.504182
-40.0,2000,7019.728173
-40.0,2000,7054.140733
-40.0,2000,7087.880905
-40.0,2000,7122.274782
-40.0,2000,7156.435713
-40.0,2000,7190.686307
-40.0,2000,7224.992869
-40.0,2000,7259.192366
-40.0,2000,7293.06933
-40.0,2000,7327.255878
-40.0,2000,7361.202722
-40.0,2000,7395.239187
-40.0,2000,7429.407613
-40.0,2000,7462.730295
-40.0,2000,7497.125615
-40.0,2000,7530.536139
-40.0,2000,7564.260457
-40.0,2000,7597.892204
-40.0,2000,7632.198939
-40.0,2000,7666.308823
-40.0,2000,7700.214363
-40.0,2000,7734.452549
-40.0,2000,7769.258396
-40.0,2000,7803.830464
-40.0,2000,7838.356788
-40.0,2000,7872.037593
-40.0,2000,7906.171988
-40.0,2000,7940.941315
-40.0,2000,7975.325796
-40.0,2000,8009.547643
-40.0,2000,8043.246953
-40.0,2000,8077.219836
-40.0,2000,8111.687532
-40.0,2000,8145.904427
-40.0,2000,8179.672137
-40.0,2000,8214.206565
-40.0,2000,8247.648081
-40.0,2000,8281.761054
-40.0,2000,8314.999129
-40.0,2000,8343.740136
-40.0,2000,8375.872934
-40.0,2000,8410.478582
-40.0,2000,8444.336293
-40.0,2000,8477.724527
-40.0,2000,8511.341436
-40.0,2000,8542.976467
-40.0,2000,8627.631881
-40.0,2000,8662.356804
-40.0,2000,8696.244018
-40.0,2000,8730.335989
-40.0,2000,8763.874345
-40.0,2000,8798.207206
-40.0,2000,8831.885916
-40.0,2000,8865.254792
-40.0,2000,8898.4285
-40.0,2000,8930.981185
-40.0,2000,8965.122852
-40.0,2000,8998.937444
-40.0,2000,9032.18648
-40.0,2000,9065.536558
-40.0,2000,9099.662464
-40.0,2000,9133.599382
-40.0,2000,9168.540826
-40.0,2000,9202.369575
-40.0,2000,9236.140285
-40.0,2000,9269.74038
-40.0,2000,9303.973272
-40.0,2000,9338.23102
-40.0,2000,9372.42239
-40.0,2000,9406.78701
-40.0,2000,9440.238427
-40.0,2000,9474.775214
-40.0,2000,9509.67376
-40.0,2000,9544.151273
-40.0,2000,9578.610166
-40.0,2000,9612.722444
-40.0,2000,9646.337464
-40.0,2000,9680.824358
-40.0,2000,9714.785636
-40.0,2000,9748.643865
-40.0,2000,9783.331809
-40.0,2000,9817.638777
-40.0,2000,9851.5772
-40.0,2000,9886.910581
-40.0,2000,9920.835569
-40.0,2000,9954.46546
-40.0,2000,9988.570878
-40.0,2000,10022.235059
-40.0,2000,10056.34061
-40.0,2000,10090.193863
-40.0,2000,10124.617061
-40.0,2000,10158.378453
-40.0,2000,10192.517353
-40.0,2000,10226.2169
-40.0,2000,10259.664711
-40.0,2000,10294.042424
-40.0,2000,10327.346168
-40.0,2000,10361.387235
-40.0,2000,10394.980524
-40.0,2000,10429.517848
-40.0,2000,10463.010694
-40.0,2000,10496.473744
-40.0,2000,10529.791176
-40.0,2000,10563.337952
-40.0,2000,10597.295708
-40.0,2000,10630.996889
-40.0,2000,10664.401935
-40.0,2000,10698.492856
-40.0,2000,10732.275389
-40.0,2000,10766.158698
-40.0,2000,10799.645146
-40.0,2000,10833.62857
-40.0,2000,10866.86102
-40.0,2000,10900.167566
-40.0,2000,10934.087493
-40.0,2000,10968.314198
-40.0,2000,11002.56032
-40.0,2000,11036.54105
-40.0,2000,11070.368309
-40.0,2000,11104.666909
-40.0,2000,11138.492622
-40.0,2000,11172.349538
-40.0,2000,11205.949717
-40.0,2000,11239.670594
-40.0,2000,11273.537526
-40.0,2000,11307.160461
-40.0,2000,11340.794092
-40.0,2000,11374.007908
-40.0,2000,11408.303415
-40.0,2000,11441.819074
-40.0,2000,11475.194212
-40.0,2000,11509.138932
-40.0,2000,11542.163954
-40.0,2000,11575.135607
-40.0,2000,11608.941641
-40.0,2000,11642.777059
-40.0,2000,11676.141654
-40.0,2000,11709.932461
-40.0,2000,11743.545312
-40.0,2000,11776.741592
-40.0,2000,11810.580609
-40.0,2000,11844.469657
-40.0,2000,11878.288323
-40.0,2000,11911.83929
-40.0,2000,11945.333526
-40.0,2000,11979.479006
-40.0,2000,12013.319535
-40.0,2000,12047.180806
-40.0,2000,12081.309947
-40.0,2000,12115.040864
-40.0,2000,12148.67944
-40.0,2000,12182.399467
-40.0,2000,12216.671181
-40.0,2000,12249.96295
-40.0,2000,12283.961737
-40.0,2000,12317.931926
-40.0,2000,12351.894948
-40.0,2000,12385.970354
-40.0,2000,12420.22473
-40.0,2000,12454.268337
-40.0,2000,12488.079038
-40.0,2000,12521.628697
-40.0,2000,12555.659994
-40.0,2000,12589.448646
-40.0,2000,12623.672018
-40.0,2000,12657.147048
-40.0,2000,12688.73503
-40.0,2000,12720.64525
-40.0,2000,12754.09994
-40.0,2000,12786.194526
-40.0,2000,12819.066778
-40.0,2000,12903.266306
-40.0,2000,12936.204714
-40.0,2000,12969.249298
-40.0,2000,13003.994927
-40.0,2000,13038.158612
-40.0,2000,13072.222129
-40.0,2000,13106.900363
-40.0,2000,13141.189275
-40.0,2000,13174.174187
-40.0,2000,13208.125823
-40.0,2000,13242.638655
-40.0,2000,13276.892932
-40.0,2000,13311.408072
-40.0,2000,13345.618981
-40.0,2000,13379.784054
-40.0,2000,13414.664685
-40.0,2000,13448.697417
-40.0,2000,13483.457556
-40.0,2000,13517.345803
-40.0,2000,13552.000585
-40.0,2000,13586.358055
-40.0,2000,13620.390272
-40.0,2000,13654.23823
-40.0,2000,13687.828874
-40.0,2000,13722.660579
-40.0,2000,13757.010957
-40.0,2000,13791.232923
-40.0,2000,13825.325228
-40.0,2000,13859.436244
-40.0,2000,13893.874974
-40.0,2000,13927.50455
-40.0,2000,13961.384808
-40.0,2000,13994.978888
-40.0,2000,14029.201753
-40.0,2000,14062.781715
-40.0,2000,14096.502078
-40.0,2000,14130.257727
-40.0,2000,14163.794617
-40.0,2000,14198.143456
-40.0,2000,14232.735999
-40.0,2000,14267.159646
-40.0,2000,14300.920781
-40.0,2000,14334.686289
-40.0,2000,14368.883631
-40.0,2000,14403.18758
-40.0,2000,14436.297375
-40.0,2000,14470.363778
-40.0,2000,14506.375095
-40.0,2000,14540.986215
-40.0,2000,14575.046069
-40.0,2000,14609.100088
-40.0,2000,14644.00672
-40.0,2000,14678.000212
-40.0,2000,14712.284873
-40.0,2000,14747.388125
-40.0,2000,14782.385059
-40.0,2000,14816.601768
-40.0,2000,14851.037093
-40.0,2000,14885.250762
-40.0,2000,14919.666457
-40.0,2000,14954.624212
-40.0,2000,14988.322407
-40.0,2000,15022.361814
-40.0,2000,15057.382181
-40.0,2000,15091.49353
-40.0,2000,15125.579473
-40.0,2000,15158.875236
-40.0,2000,15193.247181
-40.0,2000,15227.544699
-40.0,2000,15261.774285
-40.0,2000,15295.98252
-40.0,2000,15330.60781
-40.0,2000,15363.906039
-40.0,2000,15397.642495
-40.0,2000,15431.37602
-40.0,2000,15465.135689
-40.0,2000,15499.099463
-40.0,2000,15533.056718
-40.0,2000,15567.205783
-40.0,2000,15602.038512
-40.0,2000,15635.975811
-40.0,2000,15670.407381
-40.0,2000,15703.897353
-40.0,2000,15737.752838
-40.0,2000,15771.721968
-40.0,2000,15805.329596
-40.0,2000,15838.765917
-40.0,2000,15872.999186
-40.0,2000,15906.897552
-40.0,2000,15941.84785
-40.0,2000,15976.015728
-40.0,2000,16010.151668
-40.0,2000,16043.882802
-40.0,2000,16077.725148
-40.0,2000,16112.055905
-40.0,2000,16146.924809
-40.0,2000,16181.344821
-40.0,2000,16215.362178
-40.0,2000,16249.786685
-40.0,2000,16283.843158
-40.0,2000,16317.623499
-40.0,2000,16351.924811
-40.0,2000,16386.141558
-40.0,2000,16420.568249
-40.0,2000,16454.616575
-40.0,2000,16488.393532
-40.0,2000,16522.8883
-40.0,2000,16735.861023
