#{"t_start": 1616185801.5404367, "env_id": "ur5e_reacher-v3"}
r,l,t
-9.94,2000,7583.519153
-9.94,2000,7618.689031
-19.96,2000,7653.427572
-40.0,2000,7688.659338
-9.94,2000,7722.649042
10.1,2000,7757.790226
-40.0,2000,7791.317387
-29.98,2000,7825.902869
-19.96,2000,7860.222898
-40.0,2000,7893.957797
20.12,2000,7928.414653
-19.96,2000,7963.343784
-29.98,2000,7997.191331
-19.96,2000,8031.247309
-9.94,2000,8065.841678
0.08,2000,8100.407929
-40.0,2000,8133.553393
-9.94,2000,8167.394344
-40.0,2000,8201.899933
-40.0,2000,8236.310392
-40.0,2000,8269.728841
-19.96,2000,8303.974817
-40.0,2000,8338.485451
-40.0,2000,8372.622047
50.18,2000,8405.980319
-40.0,2000,8439.864745
-40.0,2000,8475.024524
140.36,2000,8509.305046
-9.94,2000,8544.098998
40.16,2000,8576.258818
-29.98,2000,8657.090382
-40.0,2000,8691.292745
-9.94,2000,8725.892245
-40.0,2000,8761.080588
-40.0,2000,8793.010446
-29.98,2000,8824.802298
-29.98,2000,8858.490645
-40.0,2000,8893.539959
10.1,2000,8927.39743
-40.0,2000,8961.014083
110.3,2000,8996.374992
-40.0,2000,9030.405059
-40.0,2000,9064.368321
-40.0,2000,9098.777433
40.16,2000,9133.510731
20.12,2000,9167.769686
-40.0,2000,9202.107274
-9.94,2000,9236.954638
-9.94,2000,9271.884088
30.14,2000,9306.713004
-40.0,2000,9341.565278
240.56,2000,9376.593077
450.98,2000,9411.569832
-40.0,2000,9446.337524
-19.96,2000,9480.917226
-19.96,2000,9515.723975
100.28,2000,9550.657722
10.1,2000,9586.379562
-40.0,2000,9621.240623
-19.96,2000,9656.203956
-40.0,2000,9690.578156
-40.0,2000,9725.531701
20.12,2000,9760.423151
-40.0,2000,9795.667783
-29.98,2000,9830.153708
10.1,2000,9865.125988
-40.0,2000,9900.085582
-40.0,2000,9935.263304
-40.0,2000,9969.825104
-40.0,2000,10003.916457
-19.96,2000,10037.649971
-9.94,2000,10072.097029
-9.94,2000,10106.735778
390.86,2000,10142.953949
-19.96,2000,10178.129277
-40.0,2000,10213.198634
-40.0,2000,10248.362797
-40.0,2000,10283.949274
0.08,2000,10318.253006
20.12,2000,10353.450696
-40.0,2000,10387.638078
-40.0,2000,10421.941205
50.18,2000,10456.00091
-29.98,2000,10490.787145
-29.98,2000,10525.20735
-40.0,2000,10559.720005
-40.0,2000,10594.045963
-40.0,2000,10628.657036
0.08,2000,10663.234716
-9.94,2000,10696.926272
-40.0,2000,10731.236599
10.1,2000,10765.493301
-19.96,2000,10799.81679
-40.0,2000,10835.021979
-29.98,2000,10868.692178
-29.98,2000,10903.327816
-19.96,2000,10937.415109
-40.0,2000,10971.768901
-40.0,2000,11005.767663
-29.98,2000,11040.886271
-29.98,2000,11075.984089
40.16,2000,11110.14372
-9.94,2000,11144.193767
-40.0,2000,11178.766819
-40.0,2000,11213.119048
-40.0,2000,11247.999968
-40.0,2000,11281.765227
-9.94,2000,11316.596142
10.1,2000,11350.704886
110.3,2000,11384.762052
-40.0,2000,11418.309828
-40.0,2000,11452.262979
-29.98,2000,11486.651644
-9.94,2000,11521.374612
-29.98,2000,11555.332795
190.46,2000,11590.025996
-40.0,2000,11624.931225
430.94,2000,11658.588213
20.12,2000,11692.984907
10.1,2000,11728.090007
1943.96,2000,11762.8691
-40.0,2000,11796.975079
-29.98,2000,11831.295103
-29.98,2000,11866.190627
160.4,2000,11900.991049
40.16,2000,11935.154119
-29.98,2000,11969.249777
-40.0,2000,12003.605538
0.08,2000,12038.297236
-29.98,2000,12072.946726
40.16,2000,12107.95267
-9.94,2000,12142.813214
-40.0,2000,12177.256841
-19.96,2000,12211.928931
-29.98,2000,12246.988522
10.1,2000,12281.606593
-19.96,2000,12315.973523
-40.0,2000,12349.429052
-40.0,2000,12383.7974
-19.96,2000,12417.663775
-40.0,2000,12452.153451
-40.0,2000,12486.270418
-40.0,2000,12520.599676
-29.98,2000,12554.986398
-29.98,2000,12589.348813
-40.0,2000,12623.647035
-40.0,2000,12657.93529
-19.96,2000,12692.651191
-9.94,2000,12726.843834
-40.0,2000,12761.14587
-40.0,2000,12796.574848
-40.0,2000,12831.702953
-29.98,2000,12866.800113
40.16,2000,12901.979973
-9.94,2000,12934.808011
821.72,2000,13017.880815
-40.0,2000,13049.667847
-40.0,2000,13081.988098
1082.24,2000,13113.693757
-40.0,2000,13147.125543
4048.16,2000,13179.891394
5130.32,2000,13212.195353
-40.0,2000,13245.560108
-40.0,2000,13279.54135
-40.0,2000,13313.18168
-40.0,2000,13346.681564
-40.0,2000,13380.411275
-40.0,2000,13414.37437
-40.0,2000,13447.621033
-40.0,2000,13481.126904
-40.0,2000,13514.328847
5841.74,2000,13548.094558
-40.0,2000,13582.043246
-40.0,2000,13615.967705
-40.0,2000,13649.639784
-40.0,2000,13683.925277
-40.0,2000,13718.168103
-40.0,2000,13752.036259
-40.0,2000,13785.691853
-40.0,2000,13819.093594
-40.0,2000,13852.526387
-40.0,2000,13886.577798
-40.0,2000,13920.030729
-40.0,2000,13953.936785
-40.0,2000,13987.75935
-40.0,2000,14021.977431
-40.0,2000,14056.095537
2485.04,2000,14089.479471
-40.0,2000,14123.01645
-40.0,2000,14157.019764
-40.0,2000,14190.492107
-40.0,2000,14224.627155
-40.0,2000,14258.191136
6723.5,2000,14291.641155
-40.0,2000,14325.5986
-40.0,2000,14359.218502
-40.0,2000,14393.018775
-40.0,2000,14426.589915
310.7,2000,14460.811115
-40.0,2000,14494.560671
-40.0,2000,14528.494544
-40.0,2000,14562.183574
-40.0,2000,14595.710937
-40.0,2000,14629.56223
-40.0,2000,14663.736701
-40.0,2000,14697.214004
-40.0,2000,14731.525344
-19.96,2000,14766.085996
-40.0,2000,14800.502906
-40.0,2000,14834.499875
-40.0,2000,14868.315645
-40.0,2000,14902.681619
-40.0,2000,14936.909081
-40.0,2000,14971.202031
-40.0,2000,15004.628977
-40.0,2000,15038.825089
-40.0,2000,15073.199399
-40.0,2000,15106.789363
-40.0,2000,15140.378352
-40.0,2000,15174.147581
891.86,2000,15207.252827
10.1,2000,15240.659943
-19.96,2000,15274.806228
-40.0,2000,15308.654179
-40.0,2000,15342.48064
-40.0,2000,15376.24348
-40.0,2000,15409.640968
-29.98,2000,15443.253459
3216.5,2000,15477.062523
-40.0,2000,15510.953296
-40.0,2000,15545.314367
-40.0,2000,15579.099577
-40.0,2000,15612.65131
-40.0,2000,15646.830708
-40.0,2000,15680.380228
3206.48,2000,15714.106666
-40.0,2000,15747.877525
-40.0,2000,15781.417564
-40.0,2000,15815.185231
280.64,2000,15849.344885
-40.0,2000,15882.611768
-40.0,2000,15916.273843
-29.98,2000,15949.051821
-40.0,2000,15982.714025
-40.0,2000,16016.89648
-40.0,2000,16050.133961
-40.0,2000,16084.101035
-29.98,2000,16117.375568
931.94,2000,16151.0593
200.48,2000,16184.524422
-40.0,2000,16218.360969
-40.0,2000,16251.914173
-40.0,2000,16286.076963
-40.0,2000,16319.595715
1533.14,2000,16353.30967
721.52,2000,16387.058765
-19.96,2000,16420.909827
3998.06,2000,16454.570675
-40.0,2000,16488.071858
-40.0,2000,16521.462242
-40.0,2000,16555.766375
-29.98,2000,16589.645835
-40.0,2000,16623.678622
-40.0,2000,16657.112962
-40.0,2000,16690.366018
-40.0,2000,16724.042528
4218.5,2000,16757.503639
-40.0,2000,16791.598233
-40.0,2000,29363.30052
