#{"t_start": 1615906308.017375, "env_id": "ur5e_reacher-v1"}
r,l,t
-96.0,4800,8.801553
-96.0,4800,63.676673
-96.0,4800,118.390539
-96.0,4800,173.044884
-96.0,4800,227.865454
-96.0,4800,282.016032
-96.0,4800,335.537434
-96.0,4800,390.455064
